,Newspaper Name,Accident date,Header,News title,Deaths,Injured,Year,Month,Day,Month-Year,Season,AccidentDescription,Weekday,Identified Location,Severity,Accident Type,Car Type
21,Dhaka Tribune,2021-05-17,OP-ED: A case for 30kmh,OP-ED: A case for 30kmh,0,0,2021,5,17,2021-05,Spring,OP-ED: A case for 30kmh  OP-ED: A case for 30kmh,Monday,Unknown,Minor,Other,Other
22,Dhaka Tribune,2021-05-15,"4 killed in road accidents in Tangail, Chapainawabganj",4 dead in road accidents,4,0,2021,5,15,2021-05,Spring,"4 killed in road accidents in Tangail, Chapainawabganj  4 dead in road accidents",Saturday,Tangail,High,Casualty,Other
23,Dhaka Tribune,2021-05-15,Premium Sweets owner among 3 dead in Canada road crash,3 Bangladeshis killed in Canada road...,3,0,2021,5,15,2021-05,Spring,Premium Sweets owner among 3 dead in Canada road crash  3 Bangladeshis killed in Canada road...,Saturday,Canada,High,Casualty,Other
24,Dhaka Tribune,2021-05-12,Road crashes kill 10 across Bangladesh,Road crashes kill 10 across...,10,0,2021,5,12,2021-05,Spring,Road crashes kill 10 across Bangladesh  Road crashes kill 10 across...,Wednesday,Bangladesh,High,Other,Other
25,Dhaka Tribune,2021-05-10,3 killed in Chittagong road accident,3 killed in Chittagong road...,3,0,2021,5,10,2021-05,Spring,3 killed in Chittagong road accident  3 killed in Chittagong road...,Monday,Chittagong,High,Casualty,Other
26,Dhaka Tribune,2021-05-08,"4 killed in road accidents in Rajshahi, Natore","4 killed in road accidents in Rajshahi,...",4,0,2021,5,8,2021-05,Spring,"4 killed in road accidents in Rajshahi, Natore  4 killed in road accidents in Rajshahi,...",Saturday,Rajshahi,High,Casualty,Other
27,Dhaka Tribune,2021-05-06,4 killed in road accidents across Bangladesh,4 killed in road accidents across...,4,0,2021,5,6,2021-05,Spring,4 killed in road accidents across Bangladesh  4 killed in road accidents across...,Thursday,Bangladesh,High,Casualty,Other
28,Dhaka Tribune,2021-05-03,Road accident kills three in Sylhet,Road accident kills three in,3,0,2021,5,3,2021-05,Spring,Road accident kills three in Sylhet  Road accident kills three in,Monday,Sylhet,High,Other,Other
29,Dhaka Tribune,2021-05-02,Policewoman on bike killed in road accident,Policewoman on bike killed in road...,1,0,2021,5,2,2021-05,Spring,Policewoman on bike killed in road accident  Policewoman on bike killed in road...,Sunday,Unknown,Moderate,Casualty,Bike
30,Dhaka Tribune,2021-05-01,Road crashes kill 8 in 6 districts,Road crashes kill 8 in 6 districts,8,0,2021,5,1,2021-05,Spring,Road crashes kill 8 in 6 districts  Road crashes kill 8 in 6 districts,Saturday,Unknown,High,Other,Other
31,Dhaka Tribune,2021-05-01,Road crashes kill 2 in Dhaka,Road crashes kill 2 in Dhaka,2,0,2021,5,1,2021-05,Spring,Road crashes kill 2 in Dhaka  Road crashes kill 2 in Dhaka,Saturday,Dhaka,Moderate,Other,Other
32,Dhaka Tribune,2021-04-29,Road crash kills man out to buy medicine,Road crash kills man out to buy...,1,0,2021,4,29,2021-04,Spring,Road crash kills man out to buy medicine  Road crash kills man out to buy...,Thursday,Unknown,Moderate,Other,Other
33,Dhaka Tribune,2021-04-20,3 killed in Comilla road accident,3 killed in Comilla road accident,3,0,2021,4,20,2021-04,Spring,3 killed in Comilla road accident  3 killed in Comilla road accident,Tuesday,Comilla,High,Casualty,Other
34,Dhaka Tribune,2021-04-19,3 Bangladeshis die in Oman road accident,3 Bangladeshis die in Oman road...,3,0,2021,4,19,2021-04,Spring,3 Bangladeshis die in Oman road accident  3 Bangladeshis die in Oman road...,Monday,Oman,High,Other,Other
35,Dhaka Tribune,2021-04-14,22 killed in road accident in Egypt,22 killed in road accident in,22,0,2021,4,14,2021-04,Spring,22 killed in road accident in Egypt  22 killed in road accident in,Wednesday,Egypt,High,Casualty,Other
36,Dhaka Tribune,2021-04-13,3 including child killed in Comilla road accident,3 killed in Comilla road accident,3,0,2021,4,13,2021-04,Spring,3 including child killed in Comilla road accident  3 killed in Comilla road accident,Tuesday,Comilla,High,Casualty,Other
37,Dhaka Tribune,2021-04-07,"4 killed in road accident in Dhaka, Rajshahi","4 killed in road accident in Dhaka,...",4,0,2021,4,7,2021-04,Spring,"4 killed in road accident in Dhaka, Rajshahi  4 killed in road accident in Dhaka,...",Wednesday,Dhaka,High,Casualty,Other
38,Dhaka Tribune,2021-04-05,21 cops injured in Brahmanbaria road accident,21 cops injured in Brahmanbaria road...,0,0,2021,4,5,2021-04,Spring,21 cops injured in Brahmanbaria road accident  21 cops injured in Brahmanbaria road...,Monday,Brahmanbaria,Minor,Casualty,Other
39,Dhaka Tribune,2021-03-31,3 die in Sylhet road accident,3 die in Sylhet road accident,3,0,2021,3,31,2021-03,Spring,3 die in Sylhet road accident  3 die in Sylhet road accident,Wednesday,Sylhet,High,Other,Other
40,Dhaka Tribune,2021-03-31,4 killed in Chittagong road crash,4 killed in Chittagong road crash,4,0,2021,3,31,2021-03,Spring,4 killed in Chittagong road crash  4 killed in Chittagong road crash,Wednesday,Chittagong,High,Casualty,Other
41,Dhaka Tribune,2021-03-30,Dhaka-Khulna Highway turns into death trap,Dhaka-Khulna Highway turns into death...,3,0,2021,3,30,2021-03,Spring,Dhaka-Khulna Highway turns into death trap  Dhaka-Khulna Highway turns into death...,Tuesday,Dhaka,High,Other,Other
42,Dhaka Tribune,2021-03-28,"8 killed, 3 injured in road accidents","8 killed, 3 injured in road...",8,0,2021,3,28,2021-03,Spring,"8 killed, 3 injured in road accidents  8 killed, 3 injured in road...",Sunday,Unknown,High,Casualty,Other
43,Dhaka Tribune,2021-03-26,Bus-microbus collision leaves 17 dead in Rajshahi,Bus-microbus collision leaves 17 dead...,17,0,2021,3,26,2021-03,Spring,Bus-microbus collision leaves 17 dead in Rajshahi  Bus-microbus collision leaves 17 dead...,Friday,Rajshahi,High,Collision,Bus
44,Dhaka Tribune,2021-03-26,1 killed in Narsingdi road accident,1 killed in Narsingdi road,1,0,2021,3,26,2021-03,Spring,1 killed in Narsingdi road accident  1 killed in Narsingdi road,Friday,Narsingdi,Moderate,Casualty,Other
45,Dhaka Tribune,2021-03-21,8 killed in Faridpur road crashes,8 killed in Faridpur road crashes,8,0,2021,3,21,2021-03,Spring,8 killed in Faridpur road crashes  8 killed in Faridpur road crashes,Sunday,Faridpur,High,Casualty,Other
46,Dhaka Tribune,2021-03-20,"4 killed, 9 injured in Bogra road accident","4 killed, 9 injured in Bogra road...",4,0,2021,3,20,2021-03,Spring,"4 killed, 9 injured in Bogra road accident  4 killed, 9 injured in Bogra road...",Saturday,Bogra,High,Casualty,Other
47,Dhaka Tribune,2021-03-15,Driver arrested over two musicians’ death in road accident,Driver arrested over two musicians’...,2,0,2021,3,15,2021-03,Spring,Driver arrested over two musicians’ death in road accident  Driver arrested over two musicians’...,Monday,Unknown,Moderate,Other,Other
48,Dhaka Tribune,2021-03-13,Lorry-microbus collision kills two musicians in Chittagong,2 musicians killed in Chittagong road...,2,0,2021,3,13,2021-03,Spring,Lorry-microbus collision kills two musicians in Chittagong  2 musicians killed in Chittagong road...,Saturday,Chittagong,Moderate,Collision,Bus
49,Dhaka Tribune,2021-03-12,Bus-easybike collision kills two in Jessore,2 killed in Jessore road accident,2,0,2021,3,12,2021-03,Spring,Bus-easybike collision kills two in Jessore  2 killed in Jessore road accident,Friday,Jessore,Moderate,Collision,Bus & Bike
50,Dhaka Tribune,2021-03-12,"Garment workers vandalize, torch vehicles in Ashulia as road accident kills one","Garment workers vandalize, torch vehicles...",1,0,2021,3,12,2021-03,Spring,"Garment workers vandalize, torch vehicles in Ashulia as road accident kills one  Garment workers vandalize, torch vehicles...",Friday,Ashulia,Moderate,Other,Train
51,Dhaka Tribune,2021-03-08,No respite from road accidents on Sylhet-Dhaka Highway,No respite from road accidents on Sylhet-Dhaka...,0,0,2021,3,8,2021-03,Spring,No respite from road accidents on Sylhet-Dhaka Highway  No respite from road accidents on Sylhet-Dhaka...,Monday,Dhaka,Minor,Other,Other
52,Dhaka Tribune,2021-03-07,3 killed as truck runs over pedestrians in Cox's Bazar,3 die as truck runs over...,3,0,2021,3,7,2021-03,Spring,3 killed as truck runs over pedestrians in Cox's Bazar  3 die as truck runs over...,Sunday,Unknown,High,Pedestrian,Truck
53,Dhaka Tribune,2021-03-06,"6 killed, 5 injured in road accidents","6 killed, 5 injured in road...",6,0,2021,3,6,2021-03,Spring,"6 killed, 5 injured in road accidents  6 killed, 5 injured in road...",Saturday,Unknown,High,Casualty,Other
54,Dhaka Tribune,2021-03-05,One killed in road accident in Narail,One killed in road accident in...,1,0,2021,3,5,2021-03,Spring,One killed in road accident in Narail  One killed in road accident in...,Friday,Unknown,Moderate,Casualty,Other
55,Dhaka Tribune,2021-03-02,"13 dead after SUV, truck collide in California",13 killed in California crash,13,0,2021,3,2,2021-03,Spring,"13 dead after SUV, truck collide in California  13 killed in California crash",Tuesday,California,High,Casualty,Truck
56,Dhaka Tribune,2021-02-27,"2 dead, 10 injured in head on collision in Cox's Bazar","2 dead,10 injured in Cox’s Bazar road...",2,0,2021,2,27,2021-02,Winter,"2 dead, 10 injured in head on collision in Cox's Bazar  2 dead,10 injured in Cox’s Bazar road...",Saturday,Cox’s Bazar,Moderate,Collision,Other
57,Dhaka Tribune,2021-02-26,Road accidents claim 24 lives across Bangladesh,Road accidents claim 24 lives across...,24,0,2021,2,26,2021-02,Winter,Road accidents claim 24 lives across Bangladesh  Road accidents claim 24 lives across...,Friday,Bangladesh,High,Other,Other
58,Dhaka Tribune,2021-02-23,2 killed in Chapainawabganj road accident,2 killed in Chapainawabganj road...,2,0,2021,2,23,2021-02,Winter,2 killed in Chapainawabganj road accident  2 killed in Chapainawabganj road...,Tuesday,Chapainawabganj,Moderate,Casualty,Other
59,Dhaka Tribune,2021-02-23,"6 killed, 23 injured in bus-truck collisions in Sirajganj, Rajshahi","6 die in Sirajganj, Rajshahi road...",6,0,2021,2,23,2021-02,Winter,"6 killed, 23 injured in bus-truck collisions in Sirajganj, Rajshahi  6 die in Sirajganj, Rajshahi road...",Tuesday,Rajshahi,High,Collision,Bus & Truck
60,Dhaka Tribune,2021-02-22,Bus-truck collision leaves 2 dead in Chittagong,Bus-truck collision leaves 2 dead in...,2,0,2021,2,22,2021-02,Winter,Bus-truck collision leaves 2 dead in Chittagong  Bus-truck collision leaves 2 dead in...,Monday,Chittagong,Moderate,Collision,Bus & Truck
61,Dhaka Tribune,2021-02-21,"6 killed, multiple injured as bus, truck collide head-on in Bogra",6 killed in Bogra bus-truck...,6,0,2021,2,21,2021-02,Winter,"6 killed, multiple injured as bus, truck collide head-on in Bogra  6 killed in Bogra bus-truck...",Sunday,Bogra,High,Casualty,Bus & Truck
62,Dhaka Tribune,2021-02-19,Two motorcyclists killed in Rangpur road accident,Two motorcyclists killed in Rangpur...,2,0,2021,2,19,2021-02,Winter,Two motorcyclists killed in Rangpur road accident  Two motorcyclists killed in Rangpur...,Friday,Rangpur,Moderate,Casualty,Motorcycle
63,Dhaka Tribune,2021-02-19,3 Bangladeshi students killed in Canada road crash,3 Bangladeshi students killed in Canada...,3,0,2021,2,19,2021-02,Winter,3 Bangladeshi students killed in Canada road crash  3 Bangladeshi students killed in Canada...,Friday,Canada,High,Casualty,Other
64,Dhaka Tribune,2021-02-18,Child run over by car after falling out of rickshaw,3-year-old run over by car in,1,0,2021,2,18,2021-02,Winter,Child run over by car after falling out of rickshaw  3-year-old run over by car in,Thursday,Unknown,Moderate,Other,Car & Rickshaw
65,Dhaka Tribune,2021-02-10,"11 killed, multiple injured in tragic bus-truck collision in Jhenaidah","11 die as bus, truck collide in...",11,0,2021,2,10,2021-02,Winter,"11 killed, multiple injured in tragic bus-truck collision in Jhenaidah  11 die as bus, truck collide in...",Wednesday,Jhenaidah,High,Collision,Bus & Truck
66,Dhaka Tribune,2021-02-10,4 killed in Teknaf road accident,4 killed in Teknaf road accident,4,0,2021,2,10,2021-02,Winter,4 killed in Teknaf road accident  4 killed in Teknaf road accident,Wednesday,Teknaf,High,Casualty,Other
67,Dhaka Tribune,2021-02-09,Bus driver’s assistant dies in Dhaka,Bus helper dies in Dhaka,1,0,2021,2,9,2021-02,Winter,Bus driver’s assistant dies in Dhaka  Bus helper dies in Dhaka,Tuesday,Dhaka,Moderate,Other,Bus
68,Dhaka Tribune,2021-02-06,"Father, daughter killed as truck ploughs into Pabna house","Father, daughter killed as truck ploughs...",2,0,2021,2,6,2021-02,Winter,"Father, daughter killed as truck ploughs into Pabna house  Father, daughter killed as truck ploughs...",Saturday,Pabna,Moderate,Casualty,Truck
69,Dhaka Tribune,2021-02-05,Bus runs over 3 people on Dhaka-Chittagong Highway,Bus runs over 3 people on Dhaka-Chittagong...,3,0,2021,2,5,2021-02,Winter,Bus runs over 3 people on Dhaka-Chittagong Highway  Bus runs over 3 people on Dhaka-Chittagong...,Friday,Dhaka,High,Other,Bus
70,Dhaka Tribune,2021-02-04,Train rams car in Narayanganj,Train rams car in Narayanganj,3,0,2021,2,4,2021-02,Winter,Train rams car in Narayanganj  Train rams car in Narayanganj,Thursday,Narayanganj,High,Other,Car & Train
71,Dhaka Tribune,2021-02-03,32 killed in road pile-up in Uganda,32 killed in road pile-up in,32,0,2021,2,3,2021-02,Winter,32 killed in road pile-up in Uganda  32 killed in road pile-up in,Wednesday,Uganda,High,Casualty,Other
72,Dhaka Tribune,2021-01-28,10-year-old boy killed in Dhaka road accident,10-year-old boy killed in Dhaka road...,1,0,2021,1,28,2021-01,Winter,10-year-old boy killed in Dhaka road accident  10-year-old boy killed in Dhaka road...,Thursday,Dhaka,Moderate,Casualty,Other
73,Dhaka Tribune,2021-01-21,3 die as car falls into ditch in Bandarban,3 die as car falls into ditch in...,3,0,2021,1,21,2021-01,Winter,3 die as car falls into ditch in Bandarban  3 die as car falls into ditch in...,Thursday,Bandarban,High,Other,Car
74,Dhaka Tribune,2021-01-20,One killed in Dhaka road accident,One killed in Dhaka road accident,1,0,2021,1,20,2021-01,Winter,One killed in Dhaka road accident  One killed in Dhaka road accident,Wednesday,Dhaka,Moderate,Casualty,Other
75,Dhaka Tribune,2021-01-19,Policeman dies in road accident in Dhaka,Policeman dies in Dhaka road,1,0,2021,1,19,2021-01,Winter,Policeman dies in road accident in Dhaka  Policeman dies in Dhaka road,Tuesday,Dhaka,Moderate,Other,Other
76,Dhaka Tribune,2021-01-13,"6 killed, 4 injured in Jhenaidah road accident","6 killed, 4 injured in Jhenaidah road...",6,4,2021,1,13,2021-01,Winter,"6 killed, 4 injured in Jhenaidah road accident  6 killed, 4 injured in Jhenaidah road...",Wednesday,Jhenaidah,High,Casualty,Other
77,Dhaka Tribune,2021-01-06,Man killed in Dhaka road accident,Man killed in Dhaka road accident,1,0,2021,1,6,2021-01,Winter,Man killed in Dhaka road accident  Man killed in Dhaka road accident,Wednesday,Dhaka,Moderate,Casualty,Other
78,Dhaka Tribune,2021-01-03,Bus-autorickshaw collision kills 7 in Mymensingh,7 dead in Mymensingh road crash,7,0,2021,1,3,2021-01,Winter,Bus-autorickshaw collision kills 7 in Mymensingh  7 dead in Mymensingh road crash,Sunday,Mymensingh,High,Collision,Bus & Rickshaw
79,Dhaka Tribune,2021-01-01,Road accidents claim 11 lives across the country,Road accidents claim 11 lives across...,11,0,2021,1,1,2021-01,Winter,Road accidents claim 11 lives across the country  Road accidents claim 11 lives across...,Friday,Unknown,High,Other,Other
80,Dhaka Tribune,2020-12-30,Road crash kills 4 in Sylhet,Road crash kills 4 in Sylhet,4,0,2020,12,30,2020-12,Winter,Road crash kills 4 in Sylhet  Road crash kills 4 in Sylhet,Wednesday,Sylhet,High,Other,Other
81,Dhaka Tribune,2020-12-29,Police charge BB official in mountaineer Ratna hit-and-run case,BB official charged in Ratna hit-and-run...,0,0,2020,12,29,2020-12,Winter,Police charge BB official in mountaineer Ratna hit-and-run case  BB official charged in Ratna hit-and-run...,Tuesday,Ratna,Minor,Hit-and-Run,Other
82,Dhaka Tribune,2020-12-23,Woman knocked down by car in Dhaka,Woman knocked down by car in Dhaka,1,0,2020,12,23,2020-12,Winter,Woman knocked down by car in Dhaka  Woman knocked down by car in Dhaka,Wednesday,Dhaka,Moderate,Other,Car
83,Dhaka Tribune,2020-12-08,5 killed in Tangail road accident,5 killed in Tangail road accident,5,0,2020,12,8,2020-12,Winter,5 killed in Tangail road accident  5 killed in Tangail road accident,Tuesday,Tangail,High,Casualty,Other
84,Dhaka Tribune,2020-12-08,25 killed in road accidents,25 killed in road accidents,25,0,2020,12,8,2020-12,Winter,25 killed in road accidents  25 killed in road accidents,Tuesday,Unknown,High,Casualty,Other
85,Dhaka Tribune,2020-12-07,3 of a family among 8 killed in Habiganj bus-autorickshaw collision,8 killed in Habiganj road crash,8,0,2020,12,7,2020-12,Winter,3 of a family among 8 killed in Habiganj bus-autorickshaw collision  8 killed in Habiganj road crash,Monday,Habiganj,High,Collision,Bus & Rickshaw
86,Dhaka Tribune,2020-12-04,6 killed in Tangail road accident,6 killed in Tangail road accident,6,0,2020,12,4,2020-12,Winter,6 killed in Tangail road accident  6 killed in Tangail road accident,Friday,Tangail,High,Casualty,Other
87,Dhaka Tribune,2020-12-01,3 killed in Chandpur road accident,3 killed in Chandpur road accident,3,0,2020,12,1,2020-12,Winter,3 killed in Chandpur road accident  3 killed in Chandpur road accident,Tuesday,Chandpur,High,Casualty,Other
88,Dhaka Tribune,2020-11-23,Bangladeshi student killed in Australia road accident,Bangladeshi student killed in Australia...,3,0,2020,11,23,2020-11,Autumn,Bangladeshi student killed in Australia road accident  Bangladeshi student killed in Australia...,Monday,Australia,High,Casualty,Other
89,Dhaka Tribune,2020-11-22,3 killed in Bogra road accident,3 killed in Bogra road accident,3,0,2020,11,22,2020-11,Autumn,3 killed in Bogra road accident  3 killed in Bogra road accident,Sunday,Bogra,High,Casualty,Other
90,Dhaka Tribune,2020-11-19,9 killed in Chapainawabganj road accident,9 killed in Chapainawabganj road...,9,0,2020,11,19,2020-11,Autumn,9 killed in Chapainawabganj road accident  9 killed in Chapainawabganj road...,Thursday,Chapainawabganj,High,Casualty,Other
91,Dhaka Tribune,2020-11-16,Brothers among three killed in Chapainawabganj road accident,Brothers among 3 killed in,3,0,2020,11,16,2020-11,Autumn,Brothers among three killed in Chapainawabganj road accident  Brothers among 3 killed in,Monday,Chapainawabganj,High,Casualty,Other
92,Dhaka Tribune,2020-11-11,Woman killed in Dhaka road accident,Woman killed in Dhaka road,1,0,2020,11,11,2020-11,Autumn,Woman killed in Dhaka road accident  Woman killed in Dhaka road,Wednesday,Dhaka,Moderate,Casualty,Other
93,Dhaka Tribune,2020-11-03,5 killed in truck-ambulance collision in Kushtia,5 killed in truck-ambulance collision...,5,0,2020,11,3,2020-11,Autumn,5 killed in truck-ambulance collision in Kushtia  5 killed in truck-ambulance collision...,Tuesday,Kushtia,High,Collision,Truck
94,Dhaka Tribune,2020-11-02,Three killed in Chandpur road accident,Three killed in Chandpur road...,3,0,2020,11,2,2020-11,Autumn,Three killed in Chandpur road accident  Three killed in Chandpur road...,Monday,Chandpur,High,Casualty,Other
95,Dhaka Tribune,2020-10-26,4 killed in Cox’s Bazar road crash,4 killed in Cox’s Bazar road crash,4,0,2020,10,26,2020-10,Autumn,4 killed in Cox’s Bazar road crash  4 killed in Cox’s Bazar road crash,Monday,Cox’s Bazar,High,Casualty,Other
96,Dhaka Tribune,2020-10-16,"Boy killed in Dhaka road accident, locals stage demonstrations",Demonstrations for boy killed in Dhaka...,1,0,2020,10,16,2020-10,Autumn,"Boy killed in Dhaka road accident, locals stage demonstrations  Demonstrations for boy killed in Dhaka...",Friday,Dhaka,Moderate,Casualty,Other
97,Dhaka Tribune,2020-10-12,"Mother killed, daughter injured, in Dhaka road accident","Mother killed, daughter injured, in...",1,1,2020,10,12,2020-10,Autumn,"Mother killed, daughter injured, in Dhaka road accident  Mother killed, daughter injured, in...",Monday,Dhaka,Moderate,Casualty,Other
98,Dhaka Tribune,2020-10-08,4 killed in separate road accidents in Khulna,4 killed in separate road accidents...,4,0,2020,10,8,2020-10,Autumn,4 killed in separate road accidents in Khulna  4 killed in separate road accidents...,Thursday,Khulna,High,Casualty,Other
99,Dhaka Tribune,2020-10-08,Road accidents kill 2 in Dhaka,Road accidents kill 2 in Dhaka,2,0,2020,10,8,2020-10,Autumn,Road accidents kill 2 in Dhaka  Road accidents kill 2 in Dhaka,Thursday,Dhaka,Moderate,Other,Other
100,Dhaka Tribune,2020-10-02,Intern doctor killed in Sirajganj road accident,Intern doctor killed in Sirajganj road...,1,0,2020,10,2,2020-10,Autumn,Intern doctor killed in Sirajganj road accident  Intern doctor killed in Sirajganj road...,Friday,Sirajganj,Moderate,Casualty,Other
101,Dhaka Tribune,2020-09-22,"Woman, her son killed in Gopalganj road crash","Woman, her son killed in Gopalganj road...",2,0,2020,9,22,2020-09,Autumn,"Woman, her son killed in Gopalganj road crash  Woman, her son killed in Gopalganj road...",Tuesday,Gopalganj,Moderate,Casualty,Other
102,Dhaka Tribune,2020-09-21,"Woman, daughter killed in Comilla road accident","Woman, daughter killed in Comilla road...",2,0,2020,9,21,2020-09,Autumn,"Woman, daughter killed in Comilla road accident  Woman, daughter killed in Comilla road...",Monday,Comilla,Moderate,Casualty,Other
103,Dhaka Tribune,2020-09-21,"PIB director killed, one injured in Dhaka road crash",PIB director killed in Dhaka road...,1,1,2020,9,21,2020-09,Autumn,"PIB director killed, one injured in Dhaka road crash  PIB director killed in Dhaka road...",Monday,Dhaka,Moderate,Casualty,Other
104,Dhaka Tribune,2020-09-18,"4 killed, 20 injured in Magura road crash","4 killed, 20 injured in Magura road...",4,20,2020,9,18,2020-09,Autumn,"4 killed, 20 injured in Magura road crash  4 killed, 20 injured in Magura road...",Friday,Magura road,High,Casualty,Other
105,Dhaka Tribune,2020-09-16,Panchagarh jail guards killed in road crash,Panchagarh jail guards killed in road...,5,0,2020,9,16,2020-09,Autumn,Panchagarh jail guards killed in road crash  Panchagarh jail guards killed in road...,Wednesday,Panchagarh,High,Casualty,Other
